无地块,001,118.64987606266666,37.314497487333334,3.2114,18264601909,2024年09月22日,移动,标记
无地块,002,118.64994705466667,37.3144774485,3.2957,18264601909,2024年09月22日,移动,标记
无地块,003,118.64995433633334,37.314479021333334,3.1824,18264601909,2024年09月22日,移动,标记
无地块,004,118.649952938,37.31449045116667,3.2336,18264601909,2024年09月22日,移动,标记
无地块,005,118.649957653,37.314504220833335,3.4444,18264601909,2024年09月22日,移动,标记
无地块,006,118.64996660533333,37.314487981166664,3.4013,18264601909,2024年09月22日,移动,标记
无地块,007,118.6499849365,37.31447812183333,3.4028,18264601909,2024年09月22日,移动,标记
无地块,008,118.64999825016666,37.31447234183333,3.3854,18264601909,2024年09月22日,移动,标记
无地块,009,118.65000688533334,37.31444614833333,3.4403,18264601909,2024年09月22日,移动,标记
无地块,010,118.6500275045,37.31442699033333,3.7972,18264601909,2024年09月22日,移动,标记
无地块,011,118.65007082083334,37.3144379795,3.7466,18264601909,2024年09月22日,移动,标记
无地块,012,118.65008842666667,37.31443986666667,3.457,18264601909,2024年09月22日,移动,标记
无地块,013,118.65009135,37.314460184333335,3.4828,18264601909,2024年09月22日,移动,标记
无地块,014,118.6500904725,37.31447307133333,3.433,18264601909,2024年09月22日,移动,标记
无地块,014,118.65012538083333,37.314474286166664,3.6941,18264601909,2024年09月22日,移动,标记
无地块,015,118.65013349216666,37.31445948066666,3.6865,18264601909,2024年09月22日,移动,标记
无地块,016,118.65010780183333,37.31442651766667,3.4626,18264601909,2024年09月22日,移动,标记
无地块,018,118.65012325916666,37.314407742,3.4923,18264601909,2024年09月22日,移动,标记
无地块,019,118.65013598266667,37.31439436783333,3.6881,18264601909,2024年09月22日,移动,标记
无地块,020,118.65015362133333,37.31439575733334,3.7521,18264601909,2024年09月22日,移动,标记
无地块,021,118.65016923483333,37.314386549666665,3.655,18264601909,2024年09月22日,移动,标记
无地块,022,118.65016469566666,37.3143756895,3.6053,18264601909,2024年09月22日,移动,标记
无地块,023,118.65016732566667,37.31436111883333,3.489,18264601909,2024年09月22日,移动,标记
无地块,024,118.65017044783333,37.3143446035,3.6342,18264601909,2024年09月22日,移动,标记
无地块,025,118.650172826,37.314321467,3.7035,18264601909,2024年09月22日,移动,标记
无地块,026,118.65019643266666,37.31431933266666,3.7312,18264601909,2024年09月22日,移动,标记
无地块,027,118.65024638983333,37.31431478966667,3.6532,18264601909,2024年09月22日,移动,标记
无地块,028,118.6502506825,37.314330819333335,3.7408,18264601909,2024年09月22日,移动,标记
无地块,029,118.65024390133334,37.31434475216667,3.4374,18264601909,2024年09月22日,移动,标记
无地块,030,118.65026990933333,37.314340072,3.5176,18264601909,2024年09月22日,移动,标记
无地块,031,118.65030109983333,37.314351077333335,3.5543,18264601909,2024年09月22日,移动,标记
无地块,032,118.65032856816667,37.31434411916667,3.5003,18264601909,2024年09月22日,移动,标记
无地块,033,118.65034368233333,37.31432056883333,3.8458,18264601909,2024年09月22日,移动,标记
无地块,034,118.6503720525,37.314313119,3.7956,18264601909,2024年09月22日,移动,标记
无地块,035,118.65037839133333,37.314280687,3.7016,18264601909,2024年09月22日,移动,标记
无地块,036,118.65039169633333,37.31424679516667,3.8195,18264601909,2024年09月22日,移动,标记
无地块,037,118.65039919616666,37.31422319066667,3.6492,18264601909,2024年09月22日,移动,标记
无地块,038,118.65040394216666,37.31420030733333,3.6396,18264601909,2024年09月22日,移动,标记
无地块,039,118.65036831616666,37.31418091716667,3.6882,18264601909,2024年09月22日,移动,标记
无地块,040,118.6503130035,37.314164014666666,3.474,18264601909,2024年09月22日,移动,标记
无地块,041,118.65029271416667,37.31415480216667,3.3932,18264601909,2024年09月22日,移动,标记
无地块,042,118.65028339233334,37.31418935283333,3.6748,18264601909,2024年09月22日,移动,标记
无地块,043,118.6502937675,37.31420368016666,3.4617,18264601909,2024年09月22日,移动,标记
无地块,044,118.65028906283334,37.31421523266667,3.4718,18264601909,2024年09月22日,移动,标记
无地块,045,118.65028890966667,37.3142428635,3.7727,18264601909,2024年09月22日,移动,标记
无地块,046,118.65026363783333,37.31424013983333,3.653,18264601909,2024年09月22日,移动,标记
无地块,047,118.65023847433334,37.314253436166666,3.4555,18264601909,2024年09月22日,移动,标记
无地块,048,118.65022493283334,37.3142800645,3.5199,18264601909,2024年09月22日,移动,标记
无地块,049,118.65019853,37.31429120733333,3.5821,18264601909,2024年09月22日,移动,标记
无地块,050,118.65016841666667,37.314285917,3.6232,18264601909,2024年09月22日,移动,标记
无地块,051,118.65012492683333,37.314292469166666,3.5122,18264601909,2024年09月22日,移动,标记
无地块,052,118.65009099833334,37.31430249666667,3.4955,18264601909,2024年09月22日,移动,标记
无地块,053,118.65011810766667,37.31425390366667,3.3945,18264601909,2024年09月22日,移动,标记
无地块,054,118.65023026,37.3141929245,3.5739,18264601909,2024年09月22日,移动,标记
